,No.,Time,Source,Destination,Protocol,Length,Info
1463,1488,4.10199499130249,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1464,1489,4.1045660972595215,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1465,1490,4.110168933868408,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1466,1491,4.110436916351318,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1467,1492,4.112987041473389,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1468,1493,4.118562936782837,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1469,1494,4.121390104293823,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1470,1495,4.126844882965088,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1471,1496,4.129754066467285,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1472,1497,4.135124921798706,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1473,1498,4.136411905288696,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1474,1499,4.136778116226196,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1475,1500,4.138278007507324,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1476,1501,4.14383602142334,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1477,1502,4.146692991256714,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1478,1503,4.152245044708252,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1479,1504,4.155066967010498,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1480,1505,4.160367012023926,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1481,1506,4.1634979248046875,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1482,1507,4.163513898849487,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1483,1508,4.163518905639648,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1484,1509,4.168520927429199,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1485,1510,4.168826103210449,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1486,1511,4.171900987625122,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1487,1512,4.173562049865723,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1488,1513,4.175049066543579,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1489,1514,4.175194978713989,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1490,1515,4.177294015884399,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1491,1516,4.1802709102630615,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1492,1517,4.185749053955078,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1493,1518,4.1886820793151855,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1494,1519,4.194363117218018,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1495,1520,4.197118043899536,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1496,1521,4.199980020523071,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1497,1522,4.202621936798096,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1498,1523,4.205530881881714,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1499,1524,4.209059953689575,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1500,1525,4.21057391166687,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1501,1526,4.211061954498291,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1502,1527,4.213931083679199,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1503,1528,4.2194740772247314,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1504,1529,4.222306966781616,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1505,1530,4.225758075714111,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1506,1531,4.227699041366577,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1507,1532,4.228435039520264,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1508,1533,4.229898929595947,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1509,1534,4.230746030807495,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1510,1535,4.230993032455444,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1511,1536,4.236095905303955,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1512,1537,4.239213943481445,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1513,1538,4.244767904281616,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1514,1539,4.247632026672363,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1515,1540,4.252902984619141,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1516,1541,4.256124019622803,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1517,1542,4.261681079864502,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1518,1543,4.263473987579346,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1519,1544,4.26348090171814,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1520,1545,4.264508008956909,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1521,1546,4.2699360847473145,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1522,1547,4.273072957992554,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1523,1548,4.273489952087402,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1524,1549,4.2786290645599365,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1525,1550,4.281486988067627,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1526,1551,4.284847974777222,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1527,1552,4.2861669063568115,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1528,1553,4.286883115768433,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1529,1554,4.288611888885498,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1530,1555,4.289863109588623,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1531,1556,4.291445970535278,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1532,1557,4.295248985290527,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1533,1558,4.298281908035278,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1534,1559,4.303637981414795,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1535,1560,4.304056882858276,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1536,1561,4.3066558837890625,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1537,1562,4.3122780323028564,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1538,1563,4.313523054122925,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1539,1564,4.315077066421509,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1540,1565,4.320502996444702,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1541,1566,4.323683977127075,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1542,1567,4.328155994415283,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1543,1568,4.329058885574341,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1544,1569,4.330189943313599,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1545,1570,4.332135915756226,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1546,1571,4.336036920547485,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1547,1572,4.337660074234009,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1548,1573,4.34054708480835,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1549,1574,4.345897912979126,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1550,1575,4.349045991897583,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1551,1576,4.352694988250732,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1552,1577,4.354326963424683,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1553,1578,4.35647988319397,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1554,1579,4.3574440479278564,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1555,1580,4.362795114517212,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1556,1581,4.3654749393463135,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1557,1582,4.365906000137329,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1558,1583,4.368058919906616,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1559,1584,4.371283054351807,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1560,1585,4.374329090118408,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1561,1586,4.376810073852539,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1562,1587,4.37987494468689,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1563,1588,4.382741928100586,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1564,1589,4.388283014297485,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1565,1590,4.391149044036865,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1566,1591,4.392965078353882,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1567,1592,4.3965229988098145,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1568,1593,4.399569034576416,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1569,1594,4.399791955947876,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1570,1595,4.40155291557312,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1571,1596,4.404874086380005,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1572,1597,4.407983064651489,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1573,1598,4.413554906845093,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1574,1599,4.413986921310425,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1575,1600,4.416379928588867,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1576,1601,4.416635036468506,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1577,1602,4.421978950500488,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1578,1603,4.424823999404907,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1579,1604,4.430186986923218,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1580,1605,4.431030988693237,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1581,1606,4.433221101760864,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1582,1607,4.438565969467163,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1583,1608,4.441663026809692,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1584,1609,4.4471728801727295,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1585,1610,4.45005989074707,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1586,1611,4.45543098449707,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1587,1612,4.456330060958862,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1588,1613,4.456926107406616,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1589,1614,4.458446979522705,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1590,1615,4.463978052139282,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1591,1616,4.464327096939087,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1592,1617,4.464498996734619,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1593,1618,4.465466022491455,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1594,1619,4.4669249057769775,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1595,1620,4.472336053848267,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1596,1621,4.475346088409424,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1597,1622,4.477143049240112,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1598,1623,4.480931997299194,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1599,1624,4.484126091003418,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1600,1625,4.486915111541748,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1601,1626,4.48959493637085,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1602,1627,4.4925360679626465,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1603,1628,4.49341893196106,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1604,1629,4.497901916503906,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1605,1630,4.502124071121216,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1606,1631,4.506769895553589,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1607,1632,4.5093889236450195,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1608,1633,4.514965057373047,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1609,1634,4.517787933349609,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1610,1635,4.520869970321655,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1611,1636,4.522902011871338,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1612,1637,4.523291110992432,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1613,1638,4.526215076446533,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1614,1639,4.5279200077056885,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1615,1640,4.5317909717559814,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1616,1641,4.534678936004639,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1617,1642,4.540148973464966,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1618,1643,4.541130065917969,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1619,1644,4.541146993637085,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1620,1645,4.541799068450928,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1621,1646,4.543047904968262,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1622,1648,4.547482967376709,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1623,1649,4.548387050628662,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1624,1650,4.5483949184417725,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1625,1651,4.549942970275879,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1626,1652,4.551486015319824,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1627,1653,4.557058095932007,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1628,1654,4.559895038604736,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1629,1656,4.565547943115234,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1630,1657,4.566380977630615,192.168.1.80,116.128.177.249,TCP,78,[SYN]
1631,1658,4.5684099197387695,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1632,1659,4.5740320682525635,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1633,1660,4.576894998550415,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1634,1661,4.582552909851074,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1635,1662,4.583801984786987,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1636,1663,4.584847927093506,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1637,1664,4.585283041000366,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1638,1665,4.59068489074707,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1639,1666,4.59372091293335,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1640,1667,4.594496965408325,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1641,1668,4.599292993545532,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1642,1669,4.602118968963623,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1643,1670,4.605079889297485,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1644,1671,4.605093955993652,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1645,1672,4.607723951339722,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1646,1673,4.608644008636475,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1647,1674,4.610497951507568,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1648,1675,4.611196041107178,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1649,1676,4.616116046905518,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1650,1677,4.618910074234009,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1651,1678,4.624459981918335,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1652,1679,4.627319097518921,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1653,1680,4.632643938064575,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1654,1681,4.63571310043335,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1655,1682,4.641313076019287,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1656,1683,4.644186973571777,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1657,1684,4.649529933929443,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1658,1685,4.649550914764404,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1659,1686,4.64962911605835,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1660,1687,4.6525468826293945,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1661,1688,4.657138109207153,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1662,1689,4.657934904098511,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1663,1690,4.660938024520874,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1664,1691,4.6666131019592285,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1665,1692,4.669364929199219,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1666,1693,4.6699628829956055,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1667,1694,4.674787998199463,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1668,1695,4.675429105758667,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1669,1696,4.677748918533325,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1670,1697,4.680572986602783,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1671,1698,4.68336296081543,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1672,1699,4.686150074005127,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1673,1700,4.6917359828948975,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1674,1701,4.694538116455078,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1675,1702,4.700165033340454,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1676,1703,4.70296311378479,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1677,1704,4.708262920379639,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1678,1705,4.711333990097046,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1679,1706,4.711344003677368,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1680,1707,4.7117979526519775,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1681,1708,4.71262001991272,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1682,1709,4.716789960861206,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1683,1710,4.719925880432129,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1684,1711,4.722229957580566,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1685,1712,4.725435972213745,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1686,1713,4.7282960414886475,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1687,1714,4.733676910400391,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1688,1715,4.736711025238037,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1689,1716,4.740389108657837,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1690,1717,4.741925954818726,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1691,1718,4.742003917694092,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1692,1719,4.745122909545898,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1693,1720,4.749237060546875,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1694,1721,4.750240087509155,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1695,1722,4.750400066375732,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1696,1723,4.753588914871216,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1697,1724,4.759099006652832,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1698,1725,4.761981964111328,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1699,1726,4.767472982406616,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1700,1727,4.770427942276001,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1701,1728,4.7759339809417725,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1702,1729,4.776679039001465,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1703,1730,4.778012037277222,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1704,1731,4.778822898864746,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1705,1732,4.784344911575317,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1706,1733,4.787285089492798,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1707,1734,4.792764902114868,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1708,1735,4.795605897903442,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1709,1736,4.801162958145142,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1710,1737,4.803436994552612,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1711,1738,4.804042100906372,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1712,1739,4.8085150718688965,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1713,1740,4.809321880340576,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1714,1741,4.809674024581909,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1715,1742,4.8124680519104,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1716,1743,4.813383102416992,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1717,1744,4.813390016555786,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1718,1745,4.813626050949097,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1719,1746,4.818052053451538,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1720,1747,4.820941925048828,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1721,1748,4.8263890743255615,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1722,1749,4.829324007034302,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1723,1750,4.83472204208374,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1724,1751,4.837785005569458,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1725,1752,4.8431549072265625,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1726,1753,4.846204042434692,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1727,1754,4.848017930984497,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1728,1755,4.848932981491089,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1729,1756,4.849293947219849,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1730,1757,4.851577043533325,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1731,1758,4.854618072509766,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1732,1759,4.860182046890259,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1733,1760,4.8631110191345215,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1734,1761,4.868402004241943,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1735,1762,4.871551990509033,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1736,1763,4.872503042221069,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1737,1764,4.8772430419921875,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1738,1765,4.879950046539307,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1739,1766,4.879976034164429,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1740,1767,4.885318040847778,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1741,1768,4.888382911682129,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1742,1769,4.888906955718994,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1743,1770,4.8938679695129395,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1744,1771,4.8967649936676025,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1745,1772,4.902343034744263,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1746,1773,4.905193090438843,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1747,1774,4.906980991363525,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1748,1775,4.911128044128418,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1749,1776,4.911942005157471,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1750,1777,4.913388967514038,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1751,1778,4.913702964782715,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1752,1779,4.91933798789978,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1753,1780,4.921953916549683,116.128.177.249,192.168.1.80,TCP,66,[SYN][ACK]
1754,1781,4.922149896621704,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1755,1782,4.92215895652771,192.168.1.80,116.128.177.249,TCP,54,[ACK]
1756,1783,4.922447919845581,192.168.1.80,116.128.177.249,TCP,343,[ACK]
1757,1784,4.92601203918457,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1758,1785,4.927710056304932,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1759,1786,4.928546905517578,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1760,1787,4.929692983627319,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1761,1788,4.931678056716919,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1762,1789,4.934022903442383,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1763,1790,4.93877911567688,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1764,1791,4.939965009689331,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1765,1792,4.943001985549927,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1766,1793,4.94529390335083,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1767,1794,4.948405027389526,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1768,1795,4.95402193069458,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1769,1796,4.9568190574646,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1770,1797,4.962388038635254,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1771,1798,4.966315031051636,192.168.1.235,192.168.1.80,TCP,54,[SYN]
1772,1799,4.967540979385376,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1773,1800,4.9682700634002686,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
1774,1801,4.968740940093994,10.128.0.2,10.0.0.2,TCP,58,[SYN][ACK]
