frame.time_epoch,ip.src,frame.len,_ws.col.Protocol,_ws.col.Info
"1710594270.351242000","127.0.0.1","68","TCP","51785 → 49403 [SYN] Seq=0 Win=65535 Len=0 MSS=16344 WS=64 TSval=3317240565 TSecr=0 SACK_PERM"
"1710594270.351402000","127.0.0.1","68","TCP","49403 → 51785 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=16344 WS=64 TSval=805891808 TSecr=3317240565 SACK_PERM"
"1710594272.424515000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
"1710594272.424634000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
"1710594272.424729000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
"1710594299.478857000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
"1710594299.478961000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
"1710594299.479077000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
"1710594311.038297000",,"160","MDNS","Standard query response 0x0000 PTR _ssh._tcp.local PTR _sftp-ssh._tcp.local PTR _eppc._tcp.local"
"1710594314.178892000",,"357","MDNS","Standard query response 0x0000 PTR Anlly的MacBook Pro._ssh._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 22 AnllydeMacBook-Pro.local AAAA, cache flush fe80::4ed:abb9:4dd9:7602 A, cache flush 192.168.1.80 AAAA, cache flush 2a02:6b65:b30f:0:1c77:22a1:dd21:bc05 NSEC, cache flush Anlly的MacBook Pro._ssh._tcp.local NSEC, cache flush AnllydeMacBook-Pro.local"
"1710594314.614122000",,"362","MDNS","Standard query response 0x0000 TXT PTR Anlly的MacBook Pro._sftp-ssh._tcp.local TXT, cache flush SRV, cache flush 0 0 22 AnllydeMacBook-Pro.local AAAA, cache flush fe80::4ed:abb9:4dd9:7602 A, cache flush 192.168.1.80 AAAA, cache flush 2a02:6b65:b30f:0:1c77:22a1:dd21:bc05 NSEC, cache flush Anlly的MacBook Pro._sftp-ssh._tcp.local NSEC, cache flush AnllydeMacBook-Pro.local"
"1710594315.180343000",,"358","MDNS","Standard query response 0x0000 TXT PTR Anlly的MacBook Pro._eppc._tcp.local TXT, cache flush SRV, cache flush 0 0 3031 AnllydeMacBook-Pro.local AAAA, cache flush fe80::4ed:abb9:4dd9:7602 A, cache flush 192.168.1.80 AAAA, cache flush 2a02:6b65:b30f:0:1c77:22a1:dd21:bc05 NSEC, cache flush Anlly的MacBook Pro._eppc._tcp.local NSEC, cache flush AnllydeMacBook-Pro.local"
"1710594380.649383000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
"1710594380.649466000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
"1710594380.649497000",,"127","MDNS","Standard query 0x0000 PTR _afpovertcp._tcp.local, "QM" question PTR _smb._tcp.local, "QM" question PTR _rfb._tcp.local, "QM" question PTR _adisk._tcp.local, "QM" question"
