"No.","Time","Source","Destination","Protocol","Length","Info"
"1674","15.728012","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1675","15.763447","4.2.2.2","192.168.100.209","ICMP","74","Echo (ping) reply    id=0x0001, seq=273/4353, ttl=52 (request in 1672)"
"1676","15.784116","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1677","15.824140","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1678","15.825868","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a03:2880:f06b:0:face:b00c:0:2","TCP","75","53472  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]"
"1679","15.856329","2a03:2880:f06b:0:face:b00c:0:2","2400:adc1:419:5200:3ceb:c484:7c96:6905","TCP","74","443  >  53472 [ACK] Seq=1 Ack=2 Win=294 Len=0"
"1680","15.874185","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1681","15.912050","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1682","15.968091","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1683","16.026104","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1684","16.077683","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1685","16.124541","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1686","16.154115","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a00:1450:4018:807::200a","UDP","91","62678  >  443 Len=29"
"1687","16.184702","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1688","16.234910","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1689","16.280584","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1690","16.293114","2a00:1450:4018:807::200a","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","87","443  >  62678 Len=25"
"1691","16.343555","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1692","16.400121","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1693","16.443575","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1694","16.484996","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1695","16.524156","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1696","16.573570","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1697","16.613648","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1698","16.648964","192.168.100.209","4.2.2.2","ICMP","74","Echo (ping) request  id=0x0001, seq=274/4609, ttl=128 (reply in 1703)"
"1699","16.656393","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1700","16.698119","fe80::1","ff02::1:ff0f:8f68","ICMPv6","86","Neighbor Solicitation for 2400:adc1:419:5200:847d:5cf0:890f:8f68 from 2c:9d:1e:cb:4d:ee"
"1701","16.701513","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1702","16.744418","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1703","16.772343","4.2.2.2","192.168.100.209","ICMP","74","Echo (ping) reply    id=0x0001, seq=274/4609, ttl=52 (request in 1698)"
"1704","16.797895","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1705","16.845956","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1706","16.885075","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1707","16.935941","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1708","16.980085","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1709","17.028200","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1710","17.088110","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1711","17.140972","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1712","17.186530","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1713","17.235490","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1714","17.280471","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1715","17.328209","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1716","17.376501","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1717","17.436947","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1718","17.494346","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1719","17.555000","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1720","17.611360","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1721","17.653304","192.168.100.209","4.2.2.2","ICMP","74","Echo (ping) request  id=0x0001, seq=275/4865, ttl=128 (reply in 1726)"
"1722","17.672112","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1723","17.696909","fe80::1","ff02::1:ff0f:8f68","ICMPv6","86","Neighbor Solicitation for 2400:adc1:419:5200:847d:5cf0:890f:8f68 from 2c:9d:1e:cb:4d:ee"
"1724","17.724132","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1725","17.764117","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1726","17.788571","4.2.2.2","192.168.100.209","ICMP","74","Echo (ping) reply    id=0x0001, seq=275/4865, ttl=52 (request in 1721)"
"1727","17.825208","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1728","17.869224","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1729","17.904277","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a00:1450:4018:807::200a","UDP","91","62678  >  443 Len=29"
"1730","17.909195","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1731","17.954989","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1732","18.023227","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1733","18.040812","2a00:1450:4018:807::200a","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","87","443  >  62678 Len=25"
"1734","18.091248","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1735","18.129906","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1736","18.184039","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1737","18.241099","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1738","18.293264","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1739","18.348067","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1740","18.396360","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1741","18.441028","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1742","18.489760","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1743","18.528152","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1744","18.572277","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1745","18.624941","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1746","18.667754","192.168.100.209","4.2.2.2","ICMP","74","Echo (ping) request  id=0x0001, seq=276/5121, ttl=128 (reply in 1751)"
"1747","18.680512","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1748","18.701974","fe80::1","ff02::1:ff0f:8f68","ICMPv6","86","Neighbor Solicitation for 2400:adc1:419:5200:847d:5cf0:890f:8f68 from 2c:9d:1e:cb:4d:ee"
"1749","18.728119","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1750","18.764940","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1751","18.791106","4.2.2.2","192.168.100.209","ICMP","74","Echo (ping) reply    id=0x0001, seq=276/5121, ttl=52 (request in 1746)"
"1752","18.828347","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1753","18.860172","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1754","18.899807","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a05:d018:f28:5f02:4033:ec26:1150:8d2e","TCP","75","53658  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1 [TCP segment of a reassembled PDU]"
"1755","18.899975","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1756","18.942796","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1757","18.992344","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1758","18.996310","2400:adc1:419:5200:3ceb:c484:7c96:6905","2001:4860:4802:36::180","UDP","395","53328  >  443 Len=333"
"1759","19.032134","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1760","19.052311","2a05:d018:f28:5f02:4033:ec26:1150:8d2e","2400:adc1:419:5200:3ceb:c484:7c96:6905","TCP","86","443  >  53658 [ACK] Seq=1 Ack=2 Win=114 Len=0 SLE=1 SRE=2"
"1761","19.076221","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1762","19.115925","2001:4860:4802:36::180","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","90","443  >  53328 Len=28"
"1763","19.124427","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1764","19.141090","2a00:1450:4019:809::200a","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","123","443  >  56362 Len=61"
"1765","19.141090","2a00:1450:4019:809::200a","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","123","443  >  56362 Len=61"
"1766","19.141090","2a00:1450:4019:809::200a","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","123","443  >  56362 Len=61"
"1767","19.141422","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a00:1450:4019:809::200a","UDP","94","56362  >  443 Len=32"
"1768","19.141610","2400:adc1:419:5200:3ceb:c484:7c96:6905","2001:4860:4802:36::180","UDP","95","53328  >  443 Len=33"
"1769","19.178691","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a00:1450:4019:809::200a","UDP","95","56362  >  443 Len=33"
"1770","19.184787","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1771","19.234781","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1772","19.292296","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1773","19.318997","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a00:1450:4019:809::200a","UDP","91","56362  >  443 Len=29"
"1774","19.319102","2400:adc1:419:5200:3ceb:c484:7c96:6905","2001:4860:4802:36::180","UDP","91","53328  >  443 Len=29"
"1775","19.341159","fe80::6dfc:c1e8:75c2:aac7","fe80::1","DNS","100","Standard query 0x83f2 A ls.dtrace.nvidia.com"
"1776","19.341316","fe80::6dfc:c1e8:75c2:aac7","fe80::1","DNS","100","Standard query 0x4f6b AAAA ls.dtrace.nvidia.com"
"1777","19.349627","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a00:1450:4018:806::2016","TCP","75","53668  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1 [TCP segment of a reassembled PDU]"
"1778","19.351936","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1779","19.352007","fe80::1","fe80::6dfc:c1e8:75c2:aac7","DNS","100","Standard query response 0x83f2 A ls.dtrace.nvidia.com"
"1780","19.352007","fe80::1","fe80::6dfc:c1e8:75c2:aac7","DNS","100","Standard query response 0x4f6b AAAA ls.dtrace.nvidia.com"
"1781","19.393089","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1782","19.440600","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1783","19.463007","2001:4860:4802:36::180","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","87","443  >  53328 Len=25"
"1784","19.463007","2a00:1450:4019:809::200a","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","87","443  >  56362 Len=25"
"1785","19.463007","2a00:1450:4018:806::2016","2400:adc1:419:5200:3ceb:c484:7c96:6905","TCP","86","443  >  53668 [ACK] Seq=1 Ack=2 Win=264 Len=0 SLE=1 SRE=2"
"1786","19.496039","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1787","19.552018","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1788","19.596806","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1789","19.655988","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1790","19.667720","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a00:1450:4019:809::200a","UDP","91","56362  >  443 Len=29"
"1791","19.667824","2400:adc1:419:5200:3ceb:c484:7c96:6905","2001:4860:4802:36::180","UDP","91","53328  >  443 Len=29"
"1792","19.682811","192.168.100.209","4.2.2.2","ICMP","74","Echo (ping) request  id=0x0001, seq=277/5377, ttl=128 (reply in 1796)"
"1793","19.709475","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1794","19.739668","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1795","19.779260","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1796","19.807169","4.2.2.2","192.168.100.209","ICMP","74","Echo (ping) reply    id=0x0001, seq=277/5377, ttl=52 (request in 1792)"
"1797","19.810275","2a00:1450:4019:809::200a","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","87","443  >  56362 Len=25"
"1798","19.810275","2001:4860:4802:36::180","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","87","443  >  53328 Len=25"
"1799","19.830031","2001:4860:4802:36::180","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","590","443  >  53328 Len=528"
"1800","19.830031","2001:4860:4802:36::180","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","120","443  >  53328 Len=58"
"1801","19.830031","2001:4860:4802:36::180","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","83","443  >  53328 Len=21"
"1802","19.830399","2400:adc1:419:5200:3ceb:c484:7c96:6905","2001:4860:4802:36::180","UDP","98","53328  >  443 Len=36"
"1803","19.830570","2400:adc1:419:5200:3ceb:c484:7c96:6905","2001:4860:4802:36::180","UDP","94","53328  >  443 Len=32"
"1804","19.844131","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1805","19.888744","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a00:1450:4018:806::2016","TCP","75","53674  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1 [TCP segment of a reassembled PDU]"
"1806","19.888747","192.168.100.209","172.217.17.54","TCP","55","53677  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1 [TCP segment of a reassembled PDU]"
"1807","19.888767","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a00:1450:4018:806::2016","TCP","75","53675  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1 [TCP segment of a reassembled PDU]"
"1808","19.888770","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a00:1450:4018:806::2016","TCP","75","53676  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1 [TCP segment of a reassembled PDU]"
"1809","19.888806","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a00:1450:4018:806::2016","TCP","75","53673  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1 [TCP segment of a reassembled PDU]"
"1810","19.908943","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1811","19.924053","172.217.17.54","192.168.100.209","TCP","66","443  >  53677 [ACK] Seq=1 Ack=2 Win=264 Len=0 SLE=1 SRE=2"
"1812","19.972427","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1813","19.975668","2001:4860:4802:36::180","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","87","443  >  53328 Len=25"
"1814","19.999254","2a00:1450:4018:806::2016","2400:adc1:419:5200:3ceb:c484:7c96:6905","TCP","86","443  >  53674 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"1815","19.999254","2a00:1450:4018:806::2016","2400:adc1:419:5200:3ceb:c484:7c96:6905","TCP","86","443  >  53676 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2"
"1816","19.999254","2a00:1450:4018:806::2016","2400:adc1:419:5200:3ceb:c484:7c96:6905","TCP","86","443  >  53675 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"1817","19.999254","2a00:1450:4018:806::2016","2400:adc1:419:5200:3ceb:c484:7c96:6905","TCP","86","443  >  53673 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"1818","20.015417","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a00:1450:4019:809::200a","UDP","91","56362  >  443 Len=29"
"1819","20.020555","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1820","20.073479","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1821","20.125814","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1822","20.129447","3.64.143.176","192.168.100.209","TCP","54","443  >  53443 [ACK] Seq=1 Ack=1 Win=8 Len=0"
"1823","20.129469","192.168.100.209","3.64.143.176","TCP","54","[TCP ACKed unseen segment] 53443  >  443 [ACK] Seq=1 Ack=2 Win=510 Len=0"
"1824","20.156906","2a00:1450:4019:809::200a","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","87","443  >  56362 Len=25"
"1825","20.156906","192.168.100.201","224.0.0.251","MDNS","103","Standard query 0x001b PTR _CA5E8412._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"1826","20.166569","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1827","20.187755","192.168.100.209","71.132.15.147","TCP","55","53671  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1 [TCP segment of a reassembled PDU]"
"1828","20.215989","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1829","20.250807","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1830","20.288166","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1831","20.326880","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1832","20.361796","2400:adc1:419:5200:3ceb:c484:7c96:6905","2a00:1450:4019:809::200a","UDP","91","56362  >  443 Len=29"
"1833","20.364049","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1834","20.400020","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1835","20.458561","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1836","20.489526","71.132.15.147","192.168.100.209","TCP","66","443  >  53671 [ACK] Seq=1 Ack=2 Win=114 Len=0 SLE=1 SRE=2"
"1837","20.503590","192.168.100.209","152.199.20.80","TCP","55","53657  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1 [TCP segment of a reassembled PDU]"
"1838","20.507709","2a00:1450:4019:809::200a","2400:adc1:419:5200:3ceb:c484:7c96:6905","UDP","87","443  >  56362 Len=25"
"1839","20.532474","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1840","20.580944","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1841","20.627920","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1842","20.646714","152.199.20.80","192.168.100.209","TCP","66","443  >  53657 [ACK] Seq=1 Ack=2 Win=137 Len=0 SLE=1 SRE=2"
"1843","20.654548","162.159.133.234","192.168.100.209","TLSv1.2","566","Ignored Unknown Record"
"1844","20.654548","162.159.133.234","192.168.100.209","TLSv1.2","430","Ignored Unknown Record"
"1845","20.654548","162.159.133.234","192.168.100.209","TCP","566","[TCP Out-Of-Order] 443  >  53416 [ACK] Seq=4294966785 Ack=1 Win=8 Len=512"
"1846","20.654548","162.159.133.234","192.168.100.209","TCP","1078","443  >  53416 [ACK] Seq=889 Ack=1 Win=8 Len=1024 [TCP segment of a reassembled PDU]"
"1847","20.654548","162.159.133.234","192.168.100.209","TLSv1.2","460","Application Data"
"1848","20.654590","192.168.100.209","162.159.133.234","TCP","66","53416  >  443 [ACK] Seq=1 Ack=4294966785 Win=510 Len=0 SLE=1 SRE=513"
"1849","20.654643","192.168.100.209","162.159.133.234","TCP","66","[TCP Dup ACK 1848#1] 53416  >  443 [ACK] Seq=1 Ack=4294966785 Win=510 Len=0 SLE=1 SRE=889"
"1850","20.654669","192.168.100.209","162.159.133.234","TCP","54","53416  >  443 [ACK] Seq=1 Ack=889 Win=514 Len=0"
"1851","20.654689","192.168.100.209","162.159.133.234","TCP","54","53416  >  443 [ACK] Seq=1 Ack=2319 Win=514 Len=0"
"1852","20.655930","162.159.133.234","192.168.100.209","TCP","1078","443  >  53416 [ACK] Seq=2319 Ack=1 Win=8 Len=1024 [TCP segment of a reassembled PDU]"
"1853","20.655930","162.159.133.234","192.168.100.209","TLSv1.2","430","Application Data"
"1854","20.655930","162.159.133.234","192.168.100.209","TCP","2614","443  >  53416 [ACK] Seq=3719 Ack=1 Win=8 Len=2560 [TCP segment of a reassembled PDU]"
"1855","20.655930","162.159.133.234","192.168.100.209","TLSv1.2","272","Application Data"
"1856","20.655977","192.168.100.209","162.159.133.234","TCP","54","53416  >  443 [ACK] Seq=1 Ack=6497 Win=514 Len=0"
"1857","20.670599","162.159.133.234","192.168.100.209","TCP","2614","443  >  53416 [ACK] Seq=6497 Ack=1 Win=8 Len=2560 [TCP segment of a reassembled PDU]"
"1858","20.670599","162.159.133.234","192.168.100.209","TLSv1.2","272","Application Data"
"1859","20.670599","162.159.133.234","192.168.100.209","TCP","1590","443  >  53416 [ACK] Seq=9275 Ack=1 Win=8 Len=1536 [TCP segment of a reassembled PDU]"
"1860","20.670599","162.159.133.234","192.168.100.209","TLSv1.2","128","Application Data"
"1861","20.670654","192.168.100.209","162.159.133.234","TCP","54","53416  >  443 [ACK] Seq=1 Ack=10885 Win=514 Len=0"
"1862","20.677159","192.168.100.198","192.168.100.209","ICMP","42","Echo (ping) request  id=0x0000, seq=0/0, ttl=64 (no response found!)"
"1863","20.683145","162.159.133.234","192.168.100.209","TCP","2614","443  >  53416 [ACK] Seq=10885 Ack=1 Win=8 Len=2560 [TCP segment of a reassembled PDU]"
"1864","20.683145","162.159.133.234","192.168.100.209","TLSv1.2","272","Application Data"
